line_number,shakespeare_line
752,"In faith, for little England"
753,You’d venture an emballing. I myself
754,"Would for Caernarfonshire, although there longed"
755,"No more to th’ crown but that. Lo, who comes here?"
756,"Good morrow, ladies. What were’t worth to know"
757,The secret of your conference?
758,Not your demand; it values not your asking.
759,Our mistress’ sorrows we were pitying.
760,"It was a gentle business, and becoming"
761,The action of good women. There is hope
762,All will be well.
763,"Now, I pray God, amen!"
764,"You bear a gentle mind, and heavenly blessings"
765,"Follow such creatures. That you may, fair lady,"
766,"Perceive I speak sincerely, and high note’s"
767,"Ta’en of your many virtues, the King’s Majesty"
768,"Commends his good opinion of you, and"
769,Does purpose honour to you no less flowing
770,"Than Marchioness of Pembroke, to which title"
771,A thousand pound a year annual support
772,Out of his grace he adds.
773,I do not know
774,What kind of my obedience I should tender.
775,More than my all is nothing; nor my prayers
776,"Are not words duly hallowed, nor my wishes"
777,More worth than empty vanities; yet prayers and wishes
778,"Are all I can return. Beseech your lordship,"
779,"Vouchsafe to speak my thanks and my obedience,"
780,"As from a blushing handmaid, to his Highness,"
781,Whose health and royalty I pray for.
782,I shall not fail t’ approve the fair conceit
783,The King hath of you. [_Aside_.] I have perused her well.
784,Beauty and honour in her are so mingled
785,That they have caught the King; and who knows yet
786,But from this lady may proceed a gem
787,"To lighten all this isle? I’ll to the King,"
788,And say I spoke with you.
789,"Why, this it is: see, see!"
790,"I have been begging sixteen years in court,"
791,"Am yet a courtier beggarly, nor could"
792,Come pat betwixt too early and too late
793,"For any suit of pounds; and you, O fate!"
794,"A very fresh fish here—fie, fie, fie upon"
795,This compelled fortune!—have your mouth filled up
796,Before you open it.
797,This is strange to me.
798,"How tastes it? Is it bitter? Forty pence, no."
799,There was a lady once—’tis an old story—
800,"That would not be a queen, that would she not,"
801,For all the mud in Egypt. Have you heard it?
802,"Come, you are pleasant."
803,"With your theme, I could"
804,O’ermount the lark. The Marchioness of Pembroke?
805,A thousand pounds a year for pure respect?
806,"No other obligation? By my life,"
807,That promises more thousands; honour’s train
808,Is longer than his foreskirt. By this time
809,"I know your back will bear a duchess. Say,"
810,Are you not stronger than you were?
811,"Make yourself mirth with your particular fancy,"
812,And leave me out on’t. Would I had no being
813,If this salute my blood a jot. It faints me
814,To think what follows.
815,"The Queen is comfortless, and we forgetful"
816,In our long absence. Pray do not deliver
817,What here you’ve heard to her.
818,What do you think me?
819,SCENE IV. A hall in Blackfriars.
820,"Trumpets, sennet, and cornets. Enter two Vergers, with short silver"
821,"wands; next them, two Scribes, in the habit of doctors; after them, the"
822,"Archbishop of Canterbury alone; after him, the Bishops of Lincoln, Ely,"
823,"Rochester, and Saint Asaph; next them, with some small distance,"
824,"follows a Gentleman bearing the purse with the great seal, and a"
825,"cardinal’s hat; then two Priests, bearing each a silver cross; then a"
826,"Gentleman Usher bare-headed, accompanied with a Sergeant-at-arms"
827,"bearing a silver mace; then two Gentlemen, bearing two great silver"
828,"pillars; after them, side by side, the two Cardinals; two Noblemen with"
829,the sword and mace. The King takes place under the cloth of state. The
830,two Cardinals sit under him as judges. The Queen takes place some
831,distance from the King. The Bishops place themselves on each side the
832,"court, in manner of consistory; below them the Scribes. The Lords sit"
833,next the Bishops. The rest of the Attendants stand in convenient order
834,"Whilst our commission from Rome is read,"
835,Let silence be commanded.
836,"It hath already publicly been read,"
837,And on all sides th’ authority allowed;
838,You may then spare that time.
839,"Say, “Henry King of England, come into the court.”"
840,"Henry King of England, come into the court."
841,"Say, “Katherine Queen of England, come into the court.”"
842,"Katherine Queen of England, come into the court."
843,"[_The Queen makes no answer, rises out of her chair, goes about the"
844,"court, comes to the King, and kneels at his feet; then speaks._]"
845,"Sir, I desire you do me right and justice,"
846,And to bestow your pity on me; for
847,"I am a most poor woman and a stranger,"
848,"Born out of your dominions, having here"
849,No judge indifferent nor no more assurance
850,"Of equal friendship and proceeding. Alas, sir,"
851,In what have I offended you? What cause
852,Hath my behaviour given to your displeasure
853,That thus you should proceed to put me off
854,And take your good grace from me? Heaven witness
855,"I have been to you a true and humble wife,"
856,"At all times to your will conformable,"
857,"Ever in fear to kindle your dislike,"
858,"Yea, subject to your countenance, glad or sorry"
859,As I saw it inclined. When was the hour
860,"I ever contradicted your desire,"
861,Or made it not mine too? Or which of your friends
862,"Have I not strove to love, although I knew"
863,He were mine enemy? What friend of mine
864,That had to him derived your anger did I
865,"Continue in my liking? Nay, gave notice"
866,"He was from thence discharged? Sir, call to mind"
867,That I have been your wife in this obedience
868,"Upward of twenty years, and have been blessed"
869,"With many children by you. If, in the course"
870,"And process of this time, you can report,"
871,"And prove it too, against mine honour aught,"
872,"My bond to wedlock, or my love and duty"
873,"Against your sacred person, in God’s name,"
874,Turn me away and let the foul’st contempt
875,"Shut door upon me, and so give me up"
876,"To the sharp’st kind of justice. Please you, sir,"
877,The King your father was reputed for
878,"A prince most prudent, of an excellent"
879,"And unmatched wit and judgement. Ferdinand,"
880,"My father, King of Spain, was reckoned one"
881,The wisest prince that there had reigned by many
882,A year before. It is not to be questioned
883,That they had gathered a wise council to them
884,"Of every realm, that did debate this business,"
885,Who deemed our marriage lawful. Wherefore I humbly
886,"Beseech you, sir, to spare me till I may"
887,"Be by my friends in Spain advised, whose counsel"
888,"I will implore. If not, i’ th’ name of God,"
889,Your pleasure be fulfilled.
890,"You have here, lady,"
891,"And of your choice, these reverend fathers, men"
892,"Of singular integrity and learning,"
893,"Yea, the elect o’ th’ land, who are assembled"
894,To plead your cause. It shall be therefore bootless
895,"That longer you desire the court, as well"
896,For your own quiet as to rectify
897,What is unsettled in the King.
898,"Hath spoken well and justly. Therefore, madam,"
899,"It’s fit this royal session do proceed,"
900,And that without delay their arguments
901,Be now produced and heard.
902,To you I speak.
903,"I am about to weep; but, thinking that"
904,"We are a queen, or long have dreamed so, certain"
905,"The daughter of a king, my drops of tears"
906,I’ll turn to sparks of fire.
907,"I will, when you are humble; nay, before,"
908,"Or God will punish me. I do believe,"
909,"Induced by potent circumstances, that"
910,"You are mine enemy, and make my challenge"
911,You shall not be my judge; for it is you
912,"Have blown this coal betwixt my lord and me,"
913,"Which God’s dew quench! Therefore I say again,"
914,"I utterly abhor, yea, from my soul"
915,"Refuse you for my judge, whom, yet once more,"
916,I hold my most malicious foe and think not
917,At all a friend to truth.
918,"You speak not like yourself, who ever yet"
919,Have stood to charity and displayed th’ effects
920,Of disposition gentle and of wisdom
921,"O’ertopping woman’s power. Madam, you do me wrong."
922,"I have no spleen against you, nor injustice"
923,"For you or any. How far I have proceeded,"
924,"Or how far further shall, is warranted"
925,"By a commission from the Consistory,"
926,"Yea, the whole Consistory of Rome. You charge me"
927,That I have “blown this coal”. I do deny it.
928,The King is present. If it be known to him
929,"That I gainsay my deed, how may he wound,"
930,"And worthily, my falsehood, yea, as much"
931,As you have done my truth. If he know
932,"That I am free of your report, he knows"
933,I am not of your wrong. Therefore in him
934,"It lies to cure me, and the cure is to"
935,"Remove these thoughts from you, the which before"
936,"His Highness shall speak in, I do beseech"
937,"You, gracious madam, to unthink your speaking"
938,And to say so no more.
939,"My lord, my lord,"
940,"I am a simple woman, much too weak"
941,T’ oppose your cunning. You’re meek and humble-mouthed;
942,"You sign your place and calling, in full seeming,"
943,With meekness and humility; but your heart
944,"Is crammed with arrogancy, spleen, and pride."
945,"You have, by fortune and his Highness’ favours,"
946,"Gone slightly o’er low steps, and now are mounted"
947,"Where powers are your retainers, and your words,"
948,"Domestics to you, serve your will as ’t please"
949,"Yourself pronounce their office. I must tell you,"
950,You tender more your person’s honour than
951,Your high profession spiritual; that again
952,"I do refuse you for my judge; and here,"
953,"Before you all, appeal unto the Pope,"
954,"To bring my whole cause ’fore his Holiness,"
955,And to be judged by him.
956,"The Queen is obstinate,"
